run,epoch,time,node,success_rate,avg_latency,drop_rate,trust_score,packets_forwarded,invalid_sig,is_malicious,alpha,rho,theta,block_size
alpha0_run3,6,50,10.0.0.4,1.0,123.24,0.0,0.9151,15,0,0,0.0,0.0339,0.4836,19
alpha0_run3,6,50,10.0.0.5,1.0,136.06,0.0,0.9183,16,0,0,0.0,0.0339,0.4836,19
alpha0_run3,7,60,10.0.0.1,1.0,130.02,0.0,0.926,20,0,0,0.0,0.0285,0.4862,19
alpha0_run3,7,60,10.0.0.2,1.0,133.89,0.0,0.9247,20,0,0,0.0,0.0285,0.4862,19
alpha0_run3,7,60,10.0.0.3,1.0,148.79,0.0,0.9186,20,0,0,0.0,0.0285,0.4862,19
alpha0_run3,7,60,10.0.0.4,1.0,118.95,0.0,0.9227,20,0,0,0.0,0.0285,0.4862,19
alpha0_run3,7,60,10.0.0.5,1.0,122.25,0.0,0.9245,24,0,0,0.0,0.0285,0.4862,19
alpha0_run3,8,70,10.0.0.1,1.0,132.2,0.0,0.9284,23,0,0,0.0,0.0212,0.4896,20
alpha0_run3,8,70,10.0.0.2,1.0,98.48,0.0,0.9325,29,0,0,0.0,0.0212,0.4896,20
alpha0_run3,8,70,10.0.0.3,1.0,157.92,0.0,0.9194,21,0,0,0.0,0.0212,0.4896,20
alpha0_run3,8,70,10.0.0.4,1.0,112.18,0.0,0.9291,22,0,0,0.0,0.0212,0.4896,20
alpha0_run3,8,70,10.0.0.5,1.0,122.31,0.0,0.9288,25,0,0,0.0,0.0212,0.4896,20
alpha0_run3,9,80,10.0.0.1,1.0,120.87,0.0,0.9317,29,0,0,0.0,0.0244,0.4881,20
alpha0_run3,9,80,10.0.0.2,0.79,104.13,0.0,0.9056,31,0,0,0.0,0.0244,0.4881,20
alpha0_run3,9,80,10.0.0.3,1.0,157.92,0.0,0.9199,21,0,0,0.0,0.0244,0.4881,20
alpha0_run3,9,80,10.0.0.4,1.0,127.35,0.0,0.9312,24,0,0,0.0,0.0244,0.4881,20
alpha0_run3,9,80,10.0.0.5,1.0,117.63,0.0,0.9325,30,0,0,0.0,0.0244,0.4881,20
alpha0_run3,10,90,10.0.0.1,1.0,113.0,0.0,0.9353,36,0,0,0.0,0.033,0.484,19
alpha0_run3,10,90,10.0.0.2,0.928,104.13,0.0,0.9075,31,0,0,0.0,0.033,0.484,19
alpha0_run3,10,90,10.0.0.3,0.8971,154.3,0.0,0.9053,22,0,0,0.0,0.033,0.484,19
alpha0_run3,10,90,10.0.0.4,1.0,130.79,0.0,0.9322,25,0,0,0.0,0.033,0.484,19
alpha0_run3,10,90,10.0.0.5,0.8971,102.72,0.0,0.9219,38,0,0,0.0,0.033,0.484,19
alpha0_run3,11,100,10.0.0.1,1.0,124.48,0.0,0.936,37,0,0,0.0,0.0316,0.4847,19
alpha0_run3,11,100,10.0.0.2,0.9941,117.55,0.0,0.9167,35,0,0,0.0,0.0316,0.4847,19
alpha0_run3,11,100,10.0.0.3,0.9753,128.18,0.0,0.9108,24,0,0,0.0,0.0316,0.4847,19
alpha0_run3,11,100,10.0.0.4,1.0,130.79,0.0,0.933,25,0,0,0.0,0.0316,0.4847,19
alpha0_run3,11,100,10.0.0.5,0.9647,100.13,0.0,0.925,40,0,0,0.0,0.0316,0.4847,19
alpha0_run3,12,110,10.0.0.1,1.0,129.63,0.0,0.9358,38,0,0,0.0,0.0315,0.4847,19
alpha0_run3,12,110,10.0.0.2,0.7871,117.55,0.0,0.8921,35,0,0,0.0,0.0315,0.4847,19
alpha0_run3,12,110,10.0.0.3,0.9876,107.7,0.0,0.9195,28,0,0,0.0,0.0315,0.4847,19
alpha0_run3,12,110,10.0.0.4,1.0,140.84,0.0,0.9319,26,0,0,0.0,0.0315,0.4847,19
alpha0_run3,12,110,10.0.0.5,0.9971,112.45,0.0,0.9302,44,0,0,0.0,0.0315,0.4847,19
alpha0_run3,13,120,10.0.0.1,1.0,129.63,0.0,0.9356,38,0,0,0.0,0.0364,0.4824,19
alpha0_run3,13,120,10.0.0.2,0.9642,117.55,0.0,0.9015,35,0,0,0.0,0.0364,0.4824,19
alpha0_run3,13,120,10.0.0.3,0.9998,113.56,0.0,0.9266,36,0,0,0.0,0.0364,0.4824,19
alpha0_run3,13,120,10.0.0.4,1.0,124.23,0.0,0.9337,32,0,0,0.0,0.0364,0.4824,19
alpha0_run3,13,120,10.0.0.5,0.7895,95.38,0.0,0.9053,46,0,0,0.0,0.0364,0.4824,19
alpha0_run3,14,130,10.0.0.1,1.0,129.63,0.0,0.9355,38,0,0,0.0,0.0297,0.4856,19
alpha0_run3,14,130,10.0.0.2,0.9958,114.38,0.0,0.9133,38,0,0,0.0,0.0297,0.4856,19
alpha0_run3,14,130,10.0.0.3,0.9999,120.35,0.0,0.9306,39,0,0,0.0,0.0297,0.4856,19
alpha0_run3,14,130,10.0.0.4,1.0,140.04,0.0,0.9326,35,0,0,0.0,0.0297,0.4856,19
alpha0_run3,14,130,10.0.0.5,0.9986,95.34,0.0,0.9192,49,0,0,0.0,0.0297,0.4856,19
alpha0_run3,15,140,10.0.0.1,1.0,127.97,0.0,0.9356,39,0,0,0.0,0.0284,0.4862,19
alpha0_run3,15,140,10.0.0.2,0.9998,117.11,0.0,0.9217,44,0,0,0.0,0.0284,0.4862,19
alpha0_run3,15,140,10.0.0.3,1.0,130.77,0.0,0.9318,41,0,0,0.0,0.0284,0.4862,19
alpha0_run3,15,140,10.0.0.4,1.0,140.04,0.0,0.9318,35,0,0,0.0,0.0284,0.4862,19
alpha0_run3,15,140,10.0.0.5,0.9993,106.15,0.0,0.9274,50,0,0,0.0,0.0284,0.4862,19
alpha0_run3,16,150,10.0.0.1,0.9496,124.66,0.0,0.9287,42,0,0,0.0,0.031,0.485,19
alpha0_run3,16,150,10.0.0.2,1.0,126.36,0.0,0.9262,46,0,0,0.0,0.031,0.485,19
alpha0_run3,16,150,10.0.0.3,1.0,118.51,0.0,0.9345,48,0,0,0.0,0.031,0.485,19
alpha0_run3,16,150,10.0.0.4,1.0,112.72,0.0,0.9354,41,0,0,0.0,0.031,0.485,19
alpha0_run3,16,150,10.0.0.5,0.9999,124.14,0.0,0.9305,52,0,0,0.0,0.031,0.485,19
alpha0_run3,17,160,10.0.0.1,0.9958,132.13,0.0,0.9296,46,0,0,0.0,0.028,0.4864,19
alpha0_run3,17,160,10.0.0.2,1.0,126.36,0.0,0.9294,46,0,0,0.0,0.028,0.4864,19
alpha0_run3,17,160,10.0.0.3,1.0,124.76,0.0,0.9354,49,0,0,0.0,0.028,0.4864,19
alpha0_run3,17,160,10.0.0.4,1.0,127.24,0.0,0.9357,47,0,0,0.0,0.028,0.4864,19
alpha0_run3,17,160,10.0.0.5,1.0,124.14,0.0,0.9328,52,0,0,0.0,0.028,0.4864,19
alpha0_run3,18,170,10.0.0.1,1.0,122.35,0.0,0.9324,51,0,0,0.0,0.0303,0.4853,19
alpha0_run3,18,170,10.0.0.2,0.8971,118.33,0.0,0.9174,48,0,0,0.0,0.0303,0.4853,19
alpha0_run3,18,170,10.0.0.3,1.0,135.66,0.0,0.9344,50,0,0,0.0,0.0303,0.4853,19
alpha0_run3,18,170,10.0.0.4,1.0,131.13,0.0,0.9353,54,0,0,0.0,0.0303,0.4853,19
alpha0_run3,18,170,10.0.0.5,1.0,132.9,0.0,0.933,54,0,0,0.0,0.0303,0.4853,19
alpha0_run3,19,180,10.0.0.1,1.0,109.03,0.0,0.9363,58,0,0,0.0,0.0298,0.4855,19
alpha0_run3,19,180,10.0.0.2,0.9647,115.02,0.0,0.9196,49,0,0,0.0,0.0298,0.4855,19
alpha0_run3,19,180,10.0.0.3,1.0,135.66,0.0,0.9338,50,0,0,0.0,0.0298,0.4855,19
alpha0_run3,19,180,10.0.0.4,1.0,123.89,0.0,0.9361,55,0,0,0.0,0.0298,0.4855,19
alpha0_run3,19,180,10.0.0.5,1.0,132.9,0.0,0.9332,54,0,0,0.0,0.0298,0.4855,19
alpha0_run3,20,190,10.0.0.1,1.0,118.95,0.0,0.9376,61,0,0,0.0,0.0259,0.4874,19
alpha0_run3,20,190,10.0.0.2,0.9753,131.16,0.0,0.9204,50,0,0,0.0,0.0259,0.4874,19
alpha0_run3,20,190,10.0.0.3,1.0,135.66,0.0,0.9333,50,0,0,0.0,0.0259,0.4874,19
alpha0_run3,20,190,10.0.0.4,1.0,113.14,0.0,0.9383,59,0,0,0.0,0.0259,0.4874,19
alpha0_run3,20,190,10.0.0.5,1.0,132.9,0.0,0.9333,54,0,0,0.0,0.0259,0.4874,19
alpha0_run3,21,200,10.0.0.1,1.0,121.28,0.0,0.9381,66,0,0,0.0,0.0264,0.4871,19
alpha0_run3,21,200,10.0.0.2,0.9915,131.16,0.0,0.9233,50,0,0,0.0,0.0264,0.4871,19
alpha0_run3,21,200,10.0.0.3,1.0,135.66,0.0,0.9329,50,0,0,0.0,0.0264,0.4871,19
alpha0_run3,21,200,10.0.0.4,1.0,132.11,0.0,0.937,61,0,0,0.0,0.0264,0.4871,19
alpha0_run3,21,200,10.0.0.5,0.7,109.37,0.0,0.8919,57,0,0,0.0,0.0264,0.4871,19
alpha0_run3,22,210,10.0.0.1,1.0,122.98,0.0,0.9382,72,0,0,0.0,0.0273,0.4867,19
alpha0_run3,22,210,10.0.0.2,0.9999,126.21,0.0,0.9274,55,0,0,0.0,0.0273,0.4867,19
alpha0_run3,22,210,10.0.0.3,1.0,135.64,0.0,0.9327,54,0,0,0.0,0.0273,0.4867,19
alpha0_run3,22,210,10.0.0.4,1.0,132.11,0.0,0.9361,61,0,0,0.0,0.0273,0.4867,19
alpha0_run3,22,210,10.0.0.5,0.9827,119.04,0.0,0.9039,60,0,0,0.0,0.0273,0.4867,19
alpha0_run3,23,220,10.0.0.1,1.0,122.98,0.0,0.9383,72,0,0,0.0,0.025,0.4878,20
alpha0_run3,23,220,10.0.0.2,1.0,132.89,0.0,0.9292,58,0,0,0.0,0.025,0.4878,20
alpha0_run3,23,220,10.0.0.3,1.0,114.86,0.0,0.9357,55,0,0,0.0,0.025,0.4878,20
alpha0_run3,23,220,10.0.0.4,1.0,132.11,0.0,0.9354,61,0,0,0.0,0.025,0.4878,20
alpha0_run3,23,220,10.0.0.5,0.9999,118.98,0.0,0.9149,72,0,0,0.0,0.025,0.4878,20
alpha0_run3,24,230,10.0.0.1,1.0,91.43,0.0,0.9431,76,0,0,0.0,0.0255,0.4876,19
alpha0_run3,24,230,10.0.0.2,1.0,132.89,0.0,0.9305,58,0,0,0.0,0.0255,0.4876,19
alpha0_run3,24,230,10.0.0.3,1.0,112.2,0.0,0.9381,70,0,0,0.0,0.0255,0.4876,19
alpha0_run3,24,230,10.0.0.4,1.0,132.11,0.0,0.935,61,0,0,0.0,0.0255,0.4876,19
alpha0_run3,24,230,10.0.0.5,1.0,125.81,0.0,0.9215,73,0,0,0.0,0.0255,0.4876,19
alpha0_run3,25,240,10.0.0.1,1.0,130.35,0.0,0.9406,81,0,0,0.0,0.025,0.4878,19
alpha0_run3,25,240,10.0.0.2,1.0,146.57,0.0,0.9294,59,0,0,0.0,0.025,0.4878,19
alpha0_run3,25,240,10.0.0.3,1.0,131.32,0.0,0.937,76,0,0,0.0,0.025,0.4878,19
alpha0_run3,25,240,10.0.0.4,0.7,124.35,0.0,0.8908,67,0,0,0.0,0.025,0.4878,19
alpha0_run3,25,240,10.0.0.5,1.0,125.81,0.0,0.9262,73,0,0,0.0,0.025,0.4878,19
alpha0_run3,26,250,10.0.0.1,1.0,131.32,0.0,0.9387,83,0,0,0.0,0.0271,0.4868,19
alpha0_run3,26,250,10.0.0.2,1.0,146.57,0.0,0.9286,59,0,0,0.0,0.0271,0.4868,19
alpha0_run3,26,250,10.0.0.3,1.0,122.51,0.0,0.9375,82,0,0,0.0,0.0271,0.4868,19
alpha0_run3,26,250,10.0.0.4,0.9753,124.35,0.0,0.9012,67,0,0,0.0,0.0271,0.4868,19
alpha0_run3,26,250,10.0.0.5,1.0,124.25,0.0,0.9297,82,0,0,0.0,0.0271,0.4868,19
alpha0_run3,27,260,10.0.0.1,1.0,131.32,0.0,0.9374,83,0,0,0.0,0.0236,0.4885,20
alpha0_run3,27,260,10.0.0.2,1.0,146.57,0.0,0.928,59,0,0,0.0,0.0236,0.4885,20
alpha0_run3,27,260,10.0.0.3,1.0,116.42,0.0,0.9388,90,0,0,0.0,0.0236,0.4885,20
alpha0_run3,27,260,10.0.0.4,0.9958,138.54,0.0,0.9095,68,0,0,0.0,0.0236,0.4885,20
alpha0_run3,27,260,10.0.0.5,1.0,128.95,0.0,0.9314,89,0,0,0.0,0.0236,0.4885,20
alpha0_run3,28,270,10.0.0.1,1.0,144.13,0.0,0.9346,85,0,0,0.0,0.023,0.4888,20
alpha0_run3,28,270,10.0.0.2,1.0,117.6,0.0,0.932,63,0,0,0.0,0.023,0.4888,20
alpha0_run3,28,270,10.0.0.3,1.0,135.05,0.0,0.9369,94,0,0,0.0,0.023,0.4888,20
alpha0_run3,28,270,10.0.0.4,0.999,138.54,0.0,0.9157,68,0,0,0.0,0.023,0.4888,20
alpha0_run3,28,270,10.0.0.5,1.0,128.95,0.0,0.9327,89,0,0,0.0,0.023,0.4888,20
alpha0_run3,29,280,10.0.0.1,1.0,144.13,0.0,0.9326,85,0,0,0.0,0.0214,0.4895,20
alpha0_run3,29,280,10.0.0.2,1.0,132.33,0.0,0.9325,74,0,0,0.0,0.0214,0.4895,20
alpha0_run3,29,280,10.0.0.3,1.0,135.05,0.0,0.9356,94,0,0,0.0,0.0214,0.4895,20
alpha0_run3,29,280,10.0.0.4,1.0,124.66,0.0,0.9223,74,0,0,0.0,0.0214,0.4895,20
alpha0_run3,29,280,10.0.0.5,1.0,128.95,0.0,0.9335,89,0,0,0.0,0.0214,0.4895,20
alpha0_run3,30,290,10.0.0.1,1.0,144.13,0.0,0.9312,85,0,0,0.0,0.0255,0.4876,19
alpha0_run3,30,290,10.0.0.2,1.0,112.93,0.0,0.9358,82,0,0,0.0,0.0255,0.4876,19
alpha0_run3,30,290,10.0.0.3,1.0,135.05,0.0,0.9346,94,0,0,0.0,0.0255,0.4876,19
alpha0_run3,30,290,10.0.0.4,1.0,134.08,0.0,0.9255,79,0,0,0.0,0.0255,0.4876,19
alpha0_run3,30,290,10.0.0.5,1.0,121.7,0.0,0.9352,90,0,0,0.0,0.0255,0.4876,19
alpha0_run3,31,300,10.0.0.1,1.0,144.13,0.0,0.9302,85,0,0,0.0,0.0204,0.49,20
alpha0_run3,31,300,10.0.0.2,1.0,140.3,0.0,0.934,88,0,0,0.0,0.0204,0.49,20
alpha0_run3,31,300,10.0.0.3,1.0,135.05,0.0,0.934,94,0,0,0.0,0.0204,0.49,20
alpha0_run3,31,300,10.0.0.4,1.0,108.25,0.0,0.9316,82,0,0,0.0,0.0204,0.49,20
alpha0_run3,31,300,10.0.0.5,1.0,154.31,0.0,0.9315,94,0,0,0.0,0.0204,0.49,20
alpha0_run3,32,310,10.0.0.1,1.0,144.13,0.0,0.9295,85,0,0,0.0,0.0202,0.4901,20
alpha0_run3,32,310,10.0.0.2,1.0,140.3,0.0,0.9328,88,0,0,0.0,0.0202,0.4901,20
alpha0_run3,32,310,10.0.0.3,1.0,113.29,0.0,0.9368,100,0,0,0.0,0.0202,0.4901,20
alpha0_run3,32,310,10.0.0.4,1.0,122.43,0.0,0.9338,99,0,0,0.0,0.0202,0.4901,20
alpha0_run3,32,310,10.0.0.5,1.0,154.31,0.0,0.9289,94,0,0,0.0,0.0202,0.4901,20
alpha0_run3,33,320,10.0.0.1,1.0,134.57,0.0,0.9305,91,0,0,0.0,0.0222,0.4891,20
alpha0_run3,33,320,10.0.0.2,1.0,134.16,0.0,0.9328,89,0,0,0.0,0.0222,0.4891,20
alpha0_run3,33,320,10.0.0.3,1.0,138.18,0.0,0.935,103,0,0,0.0,0.0222,0.4891,20
alpha0_run3,33,320,10.0.0.4,1.0,134.22,0.0,0.9335,103,0,0,0.0,0.0222,0.4891,20
alpha0_run3,33,320,10.0.0.5,1.0,154.31,0.0,0.9271,94,0,0,0.0,0.0222,0.4891,20
alpha0_run3,34,330,10.0.0.1,1.0,143.35,0.0,0.9298,104,0,0,0.0,0.0202,0.4901,20
alpha0_run3,34,330,10.0.0.2,1.0,145.61,0.0,0.9311,90,0,0,0.0,0.0202,0.4901,20
alpha0_run3,34,330,10.0.0.3,1.0,138.18,0.0,0.9338,103,0,0,0.0,0.0202,0.4901,20
alpha0_run3,34,330,10.0.0.4,1.0,134.22,0.0,0.9333,103,0,0,0.0,0.0202,0.4901,20
alpha0_run3,34,330,10.0.0.5,1.0,154.31,0.0,0.9258,94,0,0,0.0,0.0202,0.4901,20
alpha0_run3,35,340,10.0.0.1,1.0,143.35,0.0,0.9294,104,0,0,0.0,0.0184,0.491,20
alpha0_run3,35,340,10.0.0.2,1.0,145.61,0.0,0.93,90,0,0,0.0,0.0184,0.491,20
alpha0_run3,35,340,10.0.0.3,1.0,117.92,0.0,0.936,113,0,0,0.0,0.0184,0.491,20
alpha0_run3,35,340,10.0.0.4,1.0,120.99,0.0,0.9352,109,0,0,0.0,0.0184,0.491,20
alpha0_run3,35,340,10.0.0.5,1.0,154.31,0.0,0.9249,94,0,0,0.0,0.0184,0.491,20
alpha0_run3,36,350,10.0.0.1,1.0,143.35,0.0,0.9291,104,0,0,0.0,0.0199,0.4902,20
alpha0_run3,36,350,10.0.0.2,1.0,112.11,0.0,0.9342,92,0,0,0.0,0.0199,0.4902,20
alpha0_run3,36,350,10.0.0.3,0.7,118.62,0.0,0.8924,119,0,0,0.0,0.0199,0.4902,20
alpha0_run3,36,350,10.0.0.4,1.0,117.67,0.0,0.937,122,0,0,0.0,0.0199,0.4902,20
alpha0_run3,36,350,10.0.0.5,1.0,154.31,0.0,0.9243,94,0,0,0.0,0.0199,0.4902,20
alpha0_run3,37,360,10.0.0.1,0.8971,143.35,0.0,0.9134,104,0,0,0.0,0.0209,0.4898,20
alpha0_run3,37,360,10.0.0.2,1.0,96.35,0.0,0.9395,104,0,0,0.0,0.0209,0.4898,20
alpha0_run3,37,360,10.0.0.3,0.853,118.62,0.0,0.8848,119,0,0,0.0,0.0209,0.4898,20
alpha0_run3,37,360,10.0.0.4,0.79,129.51,0.0,0.905,123,0,0,0.0,0.0209,0.4898,20
alpha0_run3,37,360,10.0.0.5,1.0,149.73,0.0,0.9246,95,0,0,0.0,0.0209,0.4898,20
alpha0_run3,38,370,10.0.0.1,0.9647,143.35,0.0,0.9126,104,0,0,0.0,0.0207,0.4898,20
alpha0_run3,38,370,10.0.0.2,1.0,127.45,0.0,0.9385,117,0,0,0.0,0.0207,0.4898,20
alpha0_run3,38,370,10.0.0.3,0.9879,133.93,0.0,0.8975,120,0,0,0.0,0.0207,0.4898,20
alpha0_run3,38,370,10.0.0.4,0.9647,129.51,0.0,0.9087,123,0,0,0.0,0.0207,0.4898,20
alpha0_run3,38,370,10.0.0.5,1.0,145.78,0.0,0.9253,96,0,0,0.0,0.0207,0.4898,20
alpha0_run3,39,380,10.0.0.1,0.9753,143.35,0.0,0.9136,104,0,0,0.0,0.02,0.4902,20
alpha0_run3,39,380,10.0.0.2,1.0,126.75,0.0,0.9379,120,0,0,0.0,0.02,0.4902,20
alpha0_run3,39,380,10.0.0.3,0.9971,133.93,0.0,0.9077,120,0,0,0.0,0.02,0.4902,20
alpha0_run3,39,380,10.0.0.4,0.9958,130.06,0.0,0.916,124,0,0,0.0,0.02,0.4902,20
alpha0_run3,39,380,10.0.0.5,1.0,111.7,0.0,0.931,105,0,0,0.0,0.02,0.4902,20
alpha0_run3,40,390,10.0.0.1,0.9958,143.35,0.0,0.9174,104,0,0,0.0,0.0198,0.4903,20
alpha0_run3,40,390,10.0.0.2,1.0,109.6,0.0,0.9401,123,0,0,0.0,0.0198,0.4903,20
alpha0_run3,40,390,10.0.0.3,0.9986,133.93,0.0,0.9151,120,0,0,0.0,0.0198,0.4903,20
alpha0_run3,40,390,10.0.0.4,0.998,130.06,0.0,0.9214,124,0,0,0.0,0.0198,0.4903,20
alpha0_run3,40,390,10.0.0.5,1.0,98.09,0.0,0.937,115,0,0,0.0,0.0198,0.4903,20
alpha0_run3,41,400,10.0.0.1,0.9993,143.35,0.0,0.9206,104,0,0,0.0,0.0195,0.4904,20
alpha0_run3,41,400,10.0.0.2,1.0,130.74,0.0,0.9385,125,0,0,0.0,0.0195,0.4904,20
alpha0_run3,41,400,10.0.0.3,0.999,133.93,0.0,0.9203,120,0,0,0.0,0.0195,0.4904,20
alpha0_run3,41,400,10.0.0.4,0.9999,113.67,0.0,0.9279,127,0,0,0.0,0.0195,0.4904,20
alpha0_run3,41,400,10.0.0.5,1.0,133.9,0.0,0.9358,118,0,0,0.0,0.0195,0.4904,20
alpha0_run3,42,410,10.0.0.1,0.9997,143.35,0.0,0.9228,104,0,0,0.0,0.0184,0.491,20
alpha0_run3,42,410,10.0.0.2,1.0,130.74,0.0,0.9373,125,0,0,0.0,0.0184,0.491,20
alpha0_run3,42,410,10.0.0.3,0.9995,133.93,0.0,0.9241,120,0,0,0.0,0.0184,0.491,20
alpha0_run3,42,410,10.0.0.4,1.0,110.69,0.0,0.9329,136,0,0,0.0,0.0184,0.491,20
alpha0_run3,42,410,10.0.0.5,1.0,131.92,0.0,0.9353,119,0,0,0.0,0.0184,0.491,20
alpha0_run3,43,420,10.0.0.1,0.9999,143.35,0.0,0.9245,104,0,0,0.0,0.0197,0.4903,20
alpha0_run3,43,420,10.0.0.2,1.0,125.09,0.0,0.9374,127,0,0,0.0,0.0197,0.4903,20
alpha0_run3,43,420,10.0.0.3,1.0,134.69,0.0,0.9266,130,0,0,0.0,0.0197,0.4903,20
alpha0_run3,43,420,10.0.0.4,1.0,119.97,0.0,0.9351,139,0,0,0.0,0.0197,0.4903,20
alpha0_run3,43,420,10.0.0.5,1.0,139.0,0.0,0.9338,120,0,0,0.0,0.0197,0.4903,20
alpha0_run3,44,430,10.0.0.1,1.0,147.71,0.0,0.925,105,0,0,0.0,0.019,0.4907,20
alpha0_run3,44,430,10.0.0.2,1.0,122.9,0.0,0.9377,132,0,0,0.0,0.019,0.4907,20
alpha0_run3,44,430,10.0.0.3,1.0,134.69,0.0,0.9284,130,0,0,0.0,0.019,0.4907,20
alpha0_run3,44,430,10.0.0.4,1.0,131.52,0.0,0.9348,145,0,0,0.0,0.019,0.4907,20
alpha0_run3,44,430,10.0.0.5,1.0,139.0,0.0,0.9328,120,0,0,0.0,0.019,0.4907,20
alpha0_run3,45,440,10.0.0.1,1.0,147.71,0.0,0.9253,105,0,0,0.0,0.0182,0.4911,20
alpha0_run3,45,440,10.0.0.2,1.0,129.75,0.0,0.9369,146,0,0,0.0,0.0182,0.4911,20
alpha0_run3,45,440,10.0.0.3,1.0,128.13,0.0,0.9307,132,0,0,0.0,0.0182,0.4911,20
alpha0_run3,45,440,10.0.0.4,1.0,131.52,0.0,0.9346,145,0,0,0.0,0.0182,0.4911,20
alpha0_run3,45,440,10.0.0.5,1.0,139.0,0.0,0.9321,120,0,0,0.0,0.0182,0.4911,20
alpha0_run3,46,450,10.0.0.1,1.0,104.39,0.0,0.9321,120,0,0,0.0,0.0192,0.4906,20
alpha0_run3,46,450,10.0.0.2,1.0,133.7,0.0,0.9358,151,0,0,0.0,0.0192,0.4906,20
alpha0_run3,46,450,10.0.0.3,1.0,139.19,0.0,0.9306,137,0,0,0.0,0.0192,0.4906,20
alpha0_run3,46,450,10.0.0.4,1.0,131.52,0.0,0.9345,145,0,0,0.0,0.0192,0.4906,20
alpha0_run3,46,450,10.0.0.5,1.0,142.71,0.0,0.9311,121,0,0,0.0,0.0192,0.4906,20
alpha0_run3,47,460,10.0.0.1,1.0,111.14,0.0,0.9358,130,0,0,0.0,0.0164,0.4919,20
alpha0_run3,47,460,10.0.0.2,1.0,133.7,0.0,0.935,151,0,0,0.0,0.0164,0.4919,20
alpha0_run3,47,460,10.0.0.3,1.0,139.19,0.0,0.9305,137,0,0,0.0,0.0164,0.4919,20
alpha0_run3,47,460,10.0.0.4,1.0,138.31,0.0,0.9334,147,0,0,0.0,0.0164,0.4919,20
alpha0_run3,47,460,10.0.0.5,1.0,141.92,0.0,0.9305,122,0,0,0.0,0.0164,0.4919,20
alpha0_run3,48,470,10.0.0.1,1.0,113.82,0.0,0.938,140,0,0,0.0,0.0158,0.4922,20
alpha0_run3,48,470,10.0.0.2,1.0,133.7,0.0,0.9345,151,0,0,0.0,0.0158,0.4922,20
alpha0_run3,48,470,10.0.0.3,1.0,139.19,0.0,0.9305,137,0,0,0.0,0.0158,0.4922,20
alpha0_run3,48,470,10.0.0.4,1.0,138.31,0.0,0.9326,147,0,0,0.0,0.0158,0.4922,20
alpha0_run3,48,470,10.0.0.5,1.0,141.92,0.0,0.93,122,0,0,0.0,0.0158,0.4922,20
alpha0_run3,49,480,10.0.0.1,1.0,125.06,0.0,0.9378,151,0,0,0.0,0.0175,0.4914,20
alpha0_run3,49,480,10.0.0.2,1.0,133.7,0.0,0.9341,151,0,0,0.0,0.0175,0.4914,20
alpha0_run3,49,480,10.0.0.3,1.0,125.5,0.0,0.9325,139,0,0,0.0,0.0175,0.4914,20
alpha0_run3,49,480,10.0.0.4,1.0,138.31,0.0,0.9321,147,0,0,0.0,0.0175,0.4914,20
alpha0_run3,49,480,10.0.0.5,1.0,147.43,0.0,0.9289,123,0,0,0.0,0.0175,0.4914,20
alpha0_run3,50,490,10.0.0.1,1.0,136.64,0.0,0.936,154,0,0,0.0,0.0174,0.4914,20
alpha0_run3,50,490,10.0.0.2,1.0,125.56,0.0,0.935,152,0,0,0.0,0.0174,0.4914,20
alpha0_run3,50,490,10.0.0.3,1.0,92.69,0.0,0.9389,162,0,0,0.0,0.0174,0.4914,20
alpha0_run3,50,490,10.0.0.4,1.0,138.31,0.0,0.9317,147,0,0,0.0,0.0174,0.4914,20
alpha0_run3,50,490,10.0.0.5,1.0,147.43,0.0,0.9281,123,0,0,0.0,0.0174,0.4914,20
alpha0_run3,51,500,10.0.0.1,1.0,136.64,0.0,0.9347,154,0,0,0.0,0.0156,0.4923,20
alpha0_run3,51,500,10.0.0.2,1.0,125.87,0.0,0.9356,153,0,0,0.0,0.0156,0.4923,20
alpha0_run3,51,500,10.0.0.3,1.0,120.85,0.0,0.9391,175,0,0,0.0,0.0156,0.4923,20
alpha0_run3,51,500,10.0.0.4,1.0,138.31,0.0,0.9315,147,0,0,0.0,0.0156,0.4923,20
alpha0_run3,51,500,10.0.0.5,1.0,147.43,0.0,0.9276,123,0,0,0.0,0.0156,0.4923,20
alpha0_run3,52,510,10.0.0.1,1.0,124.36,0.0,0.9356,157,0,0,0.0,0.0157,0.4923,20
alpha0_run3,52,510,10.0.0.2,1.0,139.08,0.0,0.9341,155,0,0,0.0,0.0157,0.4923,20
alpha0_run3,52,510,10.0.0.3,1.0,135.18,0.0,0.9371,176,0,0,0.0,0.0157,0.4923,20
alpha0_run3,52,510,10.0.0.4,1.0,142.89,0.0,0.9306,148,0,0,0.0,0.0157,0.4923,20
alpha0_run3,52,510,10.0.0.5,1.0,105.23,0.0,0.9335,130,0,0,0.0,0.0157,0.4923,20
alpha0_run3,53,520,10.0.0.1,0.9496,124.36,0.0,0.9287,157,0,0,0.0,0.0154,0.4924,20
alpha0_run3,53,520,10.0.0.2,1.0,141.1,0.0,0.9327,156,0,0,0.0,0.0154,0.4924,20
alpha0_run3,53,520,10.0.0.3,1.0,143.19,0.0,0.9345,177,0,0,0.0,0.0154,0.4924,20
alpha0_run3,53,520,10.0.0.4,1.0,137.68,0.0,0.9308,152,0,0,0.0,0.0154,0.4924,20
