run,time,src,dest,path,hops,latency_ms,delivered,alpha
alpha0_run3,551,10.0.0.3,10.0.0.1,10.0.0.3->10.0.0.1,1,0.0,1,0.0
alpha0_run3,552,10.0.0.5,10.0.0.1,10.0.0.5->10.0.0.1,1,0.0,1,0.0
alpha0_run3,553,10.0.0.3,10.0.0.4,10.0.0.3->10.0.0.1->10.0.0.4,2,158.78,1,0.0
alpha0_run3,554,10.0.0.3,10.0.0.1,10.0.0.3->10.0.0.1,1,0.0,1,0.0
alpha0_run3,554,10.0.0.5,10.0.0.3,10.0.0.5->10.0.0.1->10.0.0.3,2,134.86,1,0.0
alpha0_run3,554,10.0.0.5,10.0.0.4,10.0.0.5->10.0.0.1->10.0.0.4,2,153.84,1,0.0
alpha0_run3,554,10.0.0.3,10.0.0.4,10.0.0.3->10.0.0.5->10.0.0.4,2,95.49,1,0.0
alpha0_run3,555,10.0.0.1,10.0.0.5,10.0.0.1->10.0.0.5,1,0.0,1,0.0
alpha0_run3,557,10.0.0.4,10.0.0.1,10.0.0.4->10.0.0.5->10.0.0.1,2,109.94,1,0.0
alpha0_run3,558,10.0.0.2,10.0.0.1,10.0.0.2->10.0.0.5->10.0.0.1,2,123.64,1,0.0
alpha0_run3,558,10.0.0.4,10.0.0.3,10.0.0.4->10.0.0.5->10.0.0.3,2,129.59,1,0.0
alpha0_run3,558,10.0.0.4,10.0.0.1,10.0.0.4->10.0.0.5->10.0.0.1,2,117.08,1,0.0
alpha0_run3,558,10.0.0.5,10.0.0.3,10.0.0.5->10.0.0.1->10.0.0.3,2,84.85,1,0.0
alpha0_run3,558,10.0.0.2,10.0.0.1,10.0.0.2->10.0.0.5->10.0.0.1,2,134.1,1,0.0
alpha0_run3,558,10.0.0.5,10.0.0.1,10.0.0.5->10.0.0.1,1,0.0,1,0.0
alpha0_run3,559,10.0.0.2,10.0.0.3,10.0.0.2->10.0.0.1->10.0.0.3,2,139.83,1,0.0
alpha0_run3,560,10.0.0.4,10.0.0.1,10.0.0.4->10.0.0.5->10.0.0.1,2,100.96,1,0.0
alpha0_run3,561,10.0.0.4,10.0.0.2,10.0.0.4->10.0.0.5->10.0.0.2,2,137.79,1,0.0
alpha0_run3,562,10.0.0.5,10.0.0.1,10.0.0.5->10.0.0.1,1,0.0,1,0.0
alpha0_run3,562,10.0.0.2,10.0.0.3,10.0.0.2->10.0.0.5->10.0.0.3,2,89.94,1,0.0
alpha0_run3,563,10.0.0.2,10.0.0.3,10.0.0.2->10.0.0.5->10.0.0.3,2,141.85,1,0.0
alpha0_run3,564,10.0.0.2,10.0.0.5,10.0.0.2->10.0.0.5,1,0.0,1,0.0
alpha0_run3,564,10.0.0.1,10.0.0.2,10.0.0.1->10.0.0.5->10.0.0.2,2,110.04,1,0.0
alpha0_run3,565,10.0.0.3,10.0.0.1,10.0.0.3->10.0.0.5->10.0.0.1,2,80.97,1,0.0
alpha0_run3,565,10.0.0.4,10.0.0.2,10.0.0.4->10.0.0.5->10.0.0.2,2,144.36,1,0.0
alpha0_run3,566,10.0.0.3,10.0.0.1,10.0.0.3->10.0.0.5->10.0.0.1,2,137.03,1,0.0
alpha0_run3,568,10.0.0.5,10.0.0.2,10.0.0.5->10.0.0.1->10.0.0.2,2,70.05,1,0.0
alpha0_run3,569,10.0.0.2,10.0.0.1,10.0.0.2->10.0.0.1,1,0.0,1,0.0
alpha0_run3,569,10.0.0.1,10.0.0.3,10.0.0.1->10.0.0.5->10.0.0.3,2,128.15,1,0.0
alpha0_run3,569,10.0.0.1,10.0.0.4,10.0.0.1->10.0.0.5->10.0.0.4,2,123.41,1,0.0
alpha0_run3,570,10.0.0.5,10.0.0.3,10.0.0.5->10.0.0.1->10.0.0.3,2,160.18,1,0.0
alpha0_run3,571,10.0.0.1,10.0.0.2,10.0.0.1->10.0.0.5->10.0.0.2,2,129.57,1,0.0
alpha0_run3,571,10.0.0.5,10.0.0.3,10.0.0.5->10.0.0.1->10.0.0.3,2,97.86,1,0.0
alpha0_run3,571,10.0.0.2,10.0.0.3,10.0.0.2->10.0.0.1->10.0.0.3,2,116.1,1,0.0
alpha0_run3,572,10.0.0.4,10.0.0.1,10.0.0.4->10.0.0.1,1,0.0,1,0.0
alpha0_run3,572,10.0.0.3,10.0.0.2,10.0.0.3->10.0.0.1->10.0.0.2,2,142.94,1,0.0
alpha0_run3,572,10.0.0.3,10.0.0.4,10.0.0.3->10.0.0.1->10.0.0.4,2,125.29,1,0.0
alpha0_run3,573,10.0.0.5,10.0.0.1,10.0.0.5->10.0.0.1,1,0.0,1,0.0
alpha0_run3,573,10.0.0.1,10.0.0.2,10.0.0.1->10.0.0.5->10.0.0.2,2,101.01,1,0.0
alpha0_run3,573,10.0.0.2,10.0.0.4,10.0.0.2->10.0.0.5->10.0.0.4,2,81.49,1,0.0
alpha0_run3,574,10.0.0.1,10.0.0.4,10.0.0.1->10.0.0.5->10.0.0.4,2,162.71,1,0.0
alpha0_run3,574,10.0.0.2,10.0.0.1,10.0.0.2->10.0.0.5->10.0.0.1,2,155.63,1,0.0
alpha0_run3,575,10.0.0.4,10.0.0.1,10.0.0.4->10.0.0.1,1,0.0,1,0.0
alpha0_run3,575,10.0.0.5,10.0.0.3,10.0.0.5->10.0.0.1->10.0.0.3,2,96.45,1,0.0
alpha0_run3,575,10.0.0.4,10.0.0.1,10.0.0.4->10.0.0.1,1,0.0,1,0.0
alpha0_run3,576,10.0.0.5,10.0.0.3,10.0.0.5->10.0.0.1->10.0.0.3,2,157.31,1,0.0
alpha0_run3,576,10.0.0.2,10.0.0.3,10.0.0.2->10.0.0.1->10.0.0.3,2,125.44,1,0.0
alpha0_run3,576,10.0.0.1,10.0.0.4,10.0.0.1->10.0.0.5->10.0.0.4,2,86.92,1,0.0
alpha0_run3,577,10.0.0.3,10.0.0.5,10.0.0.3->10.0.0.5,1,0.0,1,0.0
alpha0_run3,577,10.0.0.4,10.0.0.2,10.0.0.4->10.0.0.5->10.0.0.2,2,146.43,1,0.0
alpha0_run3,578,10.0.0.3,10.0.0.1,10.0.0.3->10.0.0.5->10.0.0.1,2,152.58,1,0.0
alpha0_run3,578,10.0.0.5,10.0.0.1,10.0.0.5->10.0.0.1,1,0.0,1,0.0
alpha0_run3,579,10.0.0.2,10.0.0.1,10.0.0.2->10.0.0.1,1,0.0,1,0.0
alpha0_run3,580,10.0.0.2,10.0.0.4,10.0.0.2->10.0.0.1->10.0.0.4,2,159.3,1,0.0
alpha0_run3,580,10.0.0.5,10.0.0.3,10.0.0.5->10.0.0.4->10.0.0.3,2,69.97,1,0.0
alpha0_run3,580,10.0.0.3,10.0.0.4,10.0.0.3->10.0.0.4,1,0.0,1,0.0
alpha0_run3,580,10.0.0.4,10.0.0.5,10.0.0.4->10.0.0.5,1,0.0,1,0.0
alpha0_run3,581,10.0.0.1,10.0.0.3,10.0.0.1->10.0.0.4->10.0.0.3,2,125.58,1,0.0
alpha0_run3,583,10.0.0.2,10.0.0.1,10.0.0.2->10.0.0.4->10.0.0.1,2,91.76,1,0.0
alpha0_run3,583,10.0.0.4,10.0.0.2,10.0.0.4->10.0.0.5->10.0.0.2,2,162.93,1,0.0
alpha0_run3,584,10.0.0.1,10.0.0.4,10.0.0.1->10.0.0.4,1,0.0,1,0.0
alpha0_run3,584,10.0.0.4,10.0.0.2,10.0.0.4->10.0.0.2,1,0.0,1,0.0
alpha0_run3,585,10.0.0.4,10.0.0.5,10.0.0.4->10.0.0.2->10.0.0.5,2,142.77,1,0.0
alpha0_run3,585,10.0.0.3,10.0.0.5,10.0.0.3->10.0.0.4->10.0.0.5,2,178.74,1,0.0
alpha0_run3,586,10.0.0.2,10.0.0.5,10.0.0.2->10.0.0.4->10.0.0.5,2,134.69,1,0.0
alpha0_run3,586,10.0.0.5,10.0.0.4,10.0.0.5->10.0.0.4,1,0.0,1,0.0
alpha0_run3,588,10.0.0.2,10.0.0.5,10.0.0.2->10.0.0.4->10.0.0.5,2,145.86,1,0.0
alpha0_run3,588,10.0.0.3,10.0.0.1,10.0.0.3->10.0.0.4->10.0.0.1,2,84.64,1,0.0
alpha0_run3,589,10.0.0.5,10.0.0.2,10.0.0.5->10.0.0.4,1,0.0,0,0.0
alpha0_run3,590,10.0.0.3,10.0.0.4,10.0.0.3->10.0.0.2->10.0.0.4,2,44.15,1,0.0
alpha0_run3,591,10.0.0.1,10.0.0.2,10.0.0.1->10.0.0.2,1,0.0,1,0.0
alpha0_run3,592,10.0.0.2,10.0.0.5,10.0.0.2->10.0.0.1->10.0.0.5,2,87.93,1,0.0
alpha0_run3,594,10.0.0.4,10.0.0.5,10.0.0.4->10.0.0.2->10.0.0.5,2,151.6,1,0.0
alpha0_run3,594,10.0.0.4,10.0.0.2,10.0.0.4->10.0.0.2,1,0.0,1,0.0
alpha0_run3,594,10.0.0.3,10.0.0.5,10.0.0.3->10.0.0.2->10.0.0.5,2,183.9,1,0.0
alpha0_run3,595,10.0.0.2,10.0.0.4,10.0.0.2->10.0.0.1->10.0.0.4,2,118.85,1,0.0
alpha0_run3,595,10.0.0.2,10.0.0.5,10.0.0.2->10.0.0.1->10.0.0.5,2,157.56,1,0.0
alpha0_run3,596,10.0.0.1,10.0.0.2,10.0.0.1->10.0.0.2,1,0.0,1,0.0
alpha0_run3,596,10.0.0.5,10.0.0.3,10.0.0.5->10.0.0.1->10.0.0.3,2,107.35,1,0.0
alpha0_run3,596,10.0.0.4,10.0.0.2,10.0.0.4->10.0.0.1->10.0.0.2,2,115.96,1,0.0
alpha0_run3,598,10.0.0.5,10.0.0.1,10.0.0.5->10.0.0.1,1,0.0,1,0.0
alpha0_run3,598,10.0.0.1,10.0.0.2,10.0.0.1->10.0.0.2,1,0.0,1,0.0
alpha0_run3,599,10.0.0.2,10.0.0.3,10.0.0.2->10.0.0.1->10.0.0.3,2,73.96,1,0.0
alpha0_run4,0,10.0.0.2,10.0.0.5,10.0.0.2->10.0.0.1->10.0.0.5,2,175.51,1,0.0
alpha0_run4,0,10.0.0.2,10.0.0.4,10.0.0.2->10.0.0.5->10.0.0.4,2,74.44,1,0.0
alpha0_run4,0,10.0.0.5,10.0.0.2,10.0.0.5->10.0.0.4->10.0.0.2,2,119.53,1,0.0
alpha0_run4,0,10.0.0.4,10.0.0.1,10.0.0.4->10.0.0.2->10.0.0.1,2,127.28,1,0.0
alpha0_run4,1,10.0.0.2,10.0.0.4,10.0.0.2->10.0.0.3->10.0.0.4,2,102.19,1,0.0
alpha0_run4,1,10.0.0.4,10.0.0.3,10.0.0.4->10.0.0.5->10.0.0.3,2,134.21,1,0.0
alpha0_run4,3,10.0.0.1,10.0.0.2,10.0.0.1->10.0.0.4->10.0.0.2,2,101.91,1,0.0
alpha0_run4,3,10.0.0.2,10.0.0.4,10.0.0.2->10.0.0.3->10.0.0.4,2,59.54,1,0.0
alpha0_run4,3,10.0.0.1,10.0.0.5,10.0.0.1->10.0.0.2->10.0.0.5,2,142.04,1,0.0
alpha0_run4,4,10.0.0.4,10.0.0.2,10.0.0.4->10.0.0.1,1,0.0,0,0.0
alpha0_run4,4,10.0.0.1,10.0.0.3,10.0.0.1->10.0.0.3,1,0.0,1,0.0
alpha0_run4,5,10.0.0.4,10.0.0.1,10.0.0.4->10.0.0.5->10.0.0.1,2,132.22,1,0.0
alpha0_run4,6,10.0.0.2,10.0.0.1,10.0.0.2->10.0.0.4->10.0.0.1,2,114.22,1,0.0
alpha0_run4,6,10.0.0.3,10.0.0.2,10.0.0.3->10.0.0.2,1,0.0,1,0.0
alpha0_run4,7,10.0.0.3,10.0.0.2,10.0.0.3->10.0.0.1->10.0.0.2,2,141.97,1,0.0
alpha0_run4,7,10.0.0.5,10.0.0.4,10.0.0.5->10.0.0.3->10.0.0.4,2,143.93,1,0.0
alpha0_run4,8,10.0.0.1,10.0.0.2,10.0.0.1->10.0.0.4->10.0.0.2,2,137.25,1,0.0
alpha0_run4,8,10.0.0.5,10.0.0.1,10.0.0.5->10.0.0.2,1,0.0,0,0.0
alpha0_run4,8,10.0.0.5,10.0.0.1,10.0.0.5->10.0.0.1,1,0.0,1,0.0
alpha0_run4,9,10.0.0.4,10.0.0.5,10.0.0.4->10.0.0.5,1,0.0,1,0.0
alpha0_run4,9,10.0.0.1,10.0.0.5,10.0.0.1->10.0.0.3->10.0.0.5,2,95.39,1,0.0
alpha0_run4,9,10.0.0.3,10.0.0.1,10.0.0.3->10.0.0.5->10.0.0.1,2,104.58,1,0.0
alpha0_run4,10,10.0.0.4,10.0.0.1,10.0.0.4->10.0.0.3->10.0.0.1,2,124.09,1,0.0
alpha0_run4,10,10.0.0.5,10.0.0.2,10.0.0.5->10.0.0.4->10.0.0.2,2,111.79,1,0.0
alpha0_run4,12,10.0.0.1,10.0.0.3,10.0.0.1->10.0.0.5->10.0.0.3,2,152.18,1,0.0
alpha0_run4,12,10.0.0.5,10.0.0.1,10.0.0.5->10.0.0.1,1,0.0,1,0.0
alpha0_run4,12,10.0.0.2,10.0.0.4,10.0.0.2->10.0.0.4,1,0.0,1,0.0
alpha0_run4,14,10.0.0.5,10.0.0.3,10.0.0.5->10.0.0.2->10.0.0.3,2,137.36,1,0.0
alpha0_run4,14,10.0.0.5,10.0.0.4,10.0.0.5->10.0.0.1->10.0.0.4,2,48.49,1,0.0
alpha0_run4,15,10.0.0.1,10.0.0.4,10.0.0.1->10.0.0.3->10.0.0.4,2,111.96,1,0.0
alpha0_run4,15,10.0.0.5,10.0.0.1,10.0.0.5->10.0.0.1,1,0.0,1,0.0
alpha0_run4,15,10.0.0.1,10.0.0.3,10.0.0.1->10.0.0.4->10.0.0.3,2,122.28,1,0.0
alpha0_run4,15,10.0.0.1,10.0.0.3,10.0.0.1->10.0.0.5->10.0.0.3,2,44.56,1,0.0
alpha0_run4,15,10.0.0.3,10.0.0.1,10.0.0.3->10.0.0.5->10.0.0.1,2,147.37,1,0.0
alpha0_run4,16,10.0.0.1,10.0.0.4,10.0.0.1->10.0.0.2->10.0.0.4,2,101.45,1,0.0
alpha0_run4,16,10.0.0.4,10.0.0.1,10.0.0.4->10.0.0.1,1,0.0,1,0.0
alpha0_run4,16,10.0.0.2,10.0.0.3,10.0.0.2->10.0.0.3,1,0.0,1,0.0
alpha0_run4,17,10.0.0.5,10.0.0.3,10.0.0.5->10.0.0.2->10.0.0.3,2,50.1,1,0.0
alpha0_run4,17,10.0.0.4,10.0.0.2,10.0.0.4->10.0.0.2,1,0.0,1,0.0
alpha0_run4,18,10.0.0.1,10.0.0.4,10.0.0.1->10.0.0.4,1,0.0,1,0.0
alpha0_run4,18,10.0.0.2,10.0.0.5,10.0.0.2->10.0.0.1->10.0.0.5,2,160.04,1,0.0
alpha0_run4,18,10.0.0.5,10.0.0.4,10.0.0.5->10.0.0.2->10.0.0.4,2,71.54,1,0.0
alpha0_run4,18,10.0.0.4,10.0.0.2,10.0.0.4->10.0.0.3->10.0.0.2,2,110.12,1,0.0
alpha0_run4,20,10.0.0.3,10.0.0.4,10.0.0.3->10.0.0.2->10.0.0.4,2,119.52,1,0.0
alpha0_run4,20,10.0.0.4,10.0.0.1,10.0.0.4->10.0.0.5->10.0.0.1,2,142.97,1,0.0
alpha0_run4,20,10.0.0.2,10.0.0.3,10.0.0.2->10.0.0.4->10.0.0.3,2,131.07,1,0.0
alpha0_run4,20,10.0.0.3,10.0.0.4,10.0.0.3->10.0.0.2->10.0.0.4,2,95.91,1,0.0
alpha0_run4,21,10.0.0.5,10.0.0.4,10.0.0.5->10.0.0.3->10.0.0.4,2,169.64,1,0.0
alpha0_run4,21,10.0.0.5,10.0.0.3,10.0.0.5->10.0.0.4->10.0.0.3,2,112.57,1,0.0
alpha0_run4,22,10.0.0.4,10.0.0.2,10.0.0.4->10.0.0.1->10.0.0.2,2,153.09,1,0.0
alpha0_run4,23,10.0.0.3,10.0.0.5,10.0.0.3->10.0.0.5,1,0.0,1,0.0
alpha0_run4,23,10.0.0.2,10.0.0.3,10.0.0.2->10.0.0.4->10.0.0.3,2,154.84,1,0.0
alpha0_run4,23,10.0.0.1,10.0.0.2,10.0.0.1->10.0.0.2,1,0.0,1,0.0
alpha0_run4,23,10.0.0.2,10.0.0.3,10.0.0.2->10.0.0.5->10.0.0.3,2,168.24,1,0.0
alpha0_run4,24,10.0.0.5,10.0.0.4,10.0.0.5->10.0.0.2->10.0.0.4,2,117.84,1,0.0
alpha0_run4,24,10.0.0.5,10.0.0.4,10.0.0.5->10.0.0.3->10.0.0.4,2,92.3,1,0.0
alpha0_run4,25,10.0.0.3,10.0.0.5,10.0.0.3->10.0.0.1->10.0.0.5,2,118.05,1,0.0
alpha0_run4,25,10.0.0.1,10.0.0.4,10.0.0.1->10.0.0.3->10.0.0.4,2,115.23,1,0.0
alpha0_run4,25,10.0.0.5,10.0.0.3,10.0.0.5->10.0.0.2->10.0.0.3,2,120.54,1,0.0
alpha0_run4,25,10.0.0.1,10.0.0.5,10.0.0.1->10.0.0.3->10.0.0.5,2,104.21,1,0.0
alpha0_run4,26,10.0.0.2,10.0.0.5,10.0.0.2->10.0.0.1->10.0.0.5,2,122.95,1,0.0
alpha0_run4,27,10.0.0.2,10.0.0.4,10.0.0.2->10.0.0.4,1,0.0,1,0.0
alpha0_run4,27,10.0.0.2,10.0.0.5,10.0.0.2->10.0.0.3->10.0.0.5,2,94.33,1,0.0
alpha0_run4,28,10.0.0.5,10.0.0.3,10.0.0.5->10.0.0.3,1,0.0,1,0.0
alpha0_run4,28,10.0.0.3,10.0.0.4,10.0.0.3->10.0.0.5->10.0.0.4,2,169.83,1,0.0
alpha0_run4,28,10.0.0.1,10.0.0.2,10.0.0.1->10.0.0.4->10.0.0.2,2,106.88,1,0.0
alpha0_run4,29,10.0.0.5,10.0.0.1,10.0.0.5->10.0.0.1,1,0.0,1,0.0
alpha0_run4,30,10.0.0.1,10.0.0.2,10.0.0.1->10.0.0.2,1,0.0,1,0.0
alpha0_run4,31,10.0.0.3,10.0.0.4,10.0.0.3->10.0.0.4,1,0.0,1,0.0
alpha0_run4,32,10.0.0.3,10.0.0.4,10.0.0.3->10.0.0.1->10.0.0.4,2,118.42,1,0.0
alpha0_run4,32,10.0.0.3,10.0.0.5,10.0.0.3->10.0.0.2->10.0.0.5,2,75.78,1,0.0
alpha0_run4,32,10.0.0.4,10.0.0.1,10.0.0.4->10.0.0.3->10.0.0.1,2,136.65,1,0.0
alpha0_run4,33,10.0.0.4,10.0.0.2,10.0.0.4->10.0.0.2,1,0.0,1,0.0
alpha0_run4,33,10.0.0.2,10.0.0.3,10.0.0.2->10.0.0.4->10.0.0.3,2,139.4,1,0.0
alpha0_run4,34,10.0.0.1,10.0.0.3,10.0.0.1->10.0.0.2->10.0.0.3,2,154.85,1,0.0
alpha0_run4,34,10.0.0.1,10.0.0.3,10.0.0.1->10.0.0.5->10.0.0.3,2,151.77,1,0.0
alpha0_run4,34,10.0.0.4,10.0.0.5,10.0.0.4->10.0.0.1->10.0.0.5,2,155.15,1,0.0
alpha0_run4,34,10.0.0.3,10.0.0.2,10.0.0.3->10.0.0.4->10.0.0.2,2,134.94,1,0.0
alpha0_run4,34,10.0.0.4,10.0.0.1,10.0.0.4->10.0.0.3->10.0.0.1,2,86.89,1,0.0
alpha0_run4,35,10.0.0.5,10.0.0.3,10.0.0.5->10.0.0.3,1,0.0,1,0.0
alpha0_run4,35,10.0.0.3,10.0.0.5,10.0.0.3->10.0.0.5,1,0.0,1,0.0
alpha0_run4,35,10.0.0.4,10.0.0.3,10.0.0.4->10.0.0.3,1,0.0,1,0.0
alpha0_run4,35,10.0.0.4,10.0.0.1,10.0.0.4->10.0.0.1,1,0.0,1,0.0
alpha0_run4,35,10.0.0.3,10.0.0.1,10.0.0.3->10.0.0.4->10.0.0.1,2,143.59,1,0.0
alpha0_run4,36,10.0.0.2,10.0.0.5,10.0.0.2->10.0.0.3->10.0.0.5,2,92.03,1,0.0
alpha0_run4,36,10.0.0.4,10.0.0.2,10.0.0.4->10.0.0.3->10.0.0.2,2,95.78,1,0.0
alpha0_run4,36,10.0.0.5,10.0.0.4,10.0.0.5->10.0.0.2->10.0.0.4,2,147.76,1,0.0
alpha0_run4,38,10.0.0.5,10.0.0.3,10.0.0.5->10.0.0.3,1,0.0,1,0.0
alpha0_run4,38,10.0.0.4,10.0.0.3,10.0.0.4->10.0.0.5->10.0.0.3,2,116.84,1,0.0
alpha0_run4,38,10.0.0.3,10.0.0.1,10.0.0.3->10.0.0.5->10.0.0.1,2,159.23,1,0.0
alpha0_run4,38,10.0.0.2,10.0.0.5,10.0.0.2->10.0.0.1->10.0.0.5,2,152.03,1,0.0
alpha0_run4,38,10.0.0.1,10.0.0.4,10.0.0.1->10.0.0.3->10.0.0.4,2,132.86,1,0.0
alpha0_run4,39,10.0.0.3,10.0.0.2,10.0.0.3->10.0.0.4->10.0.0.2,2,165.0,1,0.0
alpha0_run4,39,10.0.0.1,10.0.0.2,10.0.0.1->10.0.0.5->10.0.0.2,2,156.01,1,0.0
alpha0_run4,40,10.0.0.1,10.0.0.2,10.0.0.1->10.0.0.2,1,0.0,1,0.0
alpha0_run4,40,10.0.0.2,10.0.0.1,10.0.0.2->10.0.0.1,1,0.0,1,0.0
alpha0_run4,40,10.0.0.3,10.0.0.4,10.0.0.3->10.0.0.2->10.0.0.4,2,117.49,1,0.0
alpha0_run4,40,10.0.0.5,10.0.0.1,10.0.0.5->10.0.0.3->10.0.0.1,2,104.62,1,0.0
alpha0_run4,41,10.0.0.4,10.0.0.1,10.0.0.4->10.0.0.1,1,0.0,1,0.0
alpha0_run4,41,10.0.0.3,10.0.0.2,10.0.0.3->10.0.0.2,1,0.0,1,0.0
alpha0_run4,42,10.0.0.2,10.0.0.1,10.0.0.2->10.0.0.3->10.0.0.1,2,155.48,1,0.0
alpha0_run4,43,10.0.0.1,10.0.0.4,10.0.0.1->10.0.0.5->10.0.0.4,2,154.02,1,0.0
alpha0_run4,43,10.0.0.3,10.0.0.1,10.0.0.3->10.0.0.4->10.0.0.1,2,149.03,1,0.0
alpha0_run4,43,10.0.0.5,10.0.0.4,10.0.0.5->10.0.0.1->10.0.0.4,2,105.13,1,0.0
alpha0_run4,44,10.0.0.2,10.0.0.1,10.0.0.2->10.0.0.1,1,0.0,1,0.0
alpha0_run4,44,10.0.0.4,10.0.0.5,10.0.0.4->10.0.0.2->10.0.0.5,2,94.31,1,0.0
alpha0_run4,45,10.0.0.4,10.0.0.3,10.0.0.4->10.0.0.2->10.0.0.3,2,59.51,1,0.0
alpha0_run4,45,10.0.0.1,10.0.0.2,10.0.0.1->10.0.0.2,1,0.0,1,0.0
alpha0_run4,46,10.0.0.5,10.0.0.4,10.0.0.5->10.0.0.2->10.0.0.4,2,129.46,1,0.0
alpha0_run4,46,10.0.0.2,10.0.0.5,10.0.0.2->10.0.0.1->10.0.0.5,2,139.76,1,0.0
alpha0_run4,46,10.0.0.2,10.0.0.1,10.0.0.2->10.0.0.5->10.0.0.1,2,107.41,1,0.0
alpha0_run4,47,10.0.0.3,10.0.0.4,10.0.0.3->10.0.0.5->10.0.0.4,2,113.64,1,0.0
alpha0_run4,47,10.0.0.3,10.0.0.4,10.0.0.3->10.0.0.5->10.0.0.4,2,98.7,1,0.0
alpha0_run4,47,10.0.0.1,10.0.0.2,10.0.0.1->10.0.0.5->10.0.0.2,2,138.86,1,0.0
alpha0_run4,48,10.0.0.4,10.0.0.1,10.0.0.4->10.0.0.2->10.0.0.1,2,114.37,1,0.0
alpha0_run4,48,10.0.0.2,10.0.0.5,10.0.0.2->10.0.0.5,1,0.0,1,0.0
alpha0_run4,48,10.0.0.1,10.0.0.2,10.0.0.1->10.0.0.4->10.0.0.2,2,116.03,1,0.0
alpha0_run4,48,10.0.0.4,10.0.0.1,10.0.0.4->10.0.0.2->10.0.0.1,2,122.54,1,0.0
alpha0_run4,48,10.0.0.4,10.0.0.3,10.0.0.4->10.0.0.5->10.0.0.3,2,65.18,1,0.0
alpha0_run4,49,10.0.0.2,10.0.0.3,10.0.0.2->10.0.0.5->10.0.0.3,2,83.37,1,0.0
alpha0_run4,50,10.0.0.2,10.0.0.4,10.0.0.2->10.0.0.5->10.0.0.4,2,118.17,1,0.0
alpha0_run4,50,10.0.0.1,10.0.0.3,10.0.0.1->10.0.0.5->10.0.0.3,2,125.71,1,0.0
alpha0_run4,50,10.0.0.2,10.0.0.5,10.0.0.2->10.0.0.4->10.0.0.5,2,140.8,1,0.0
alpha0_run4,51,10.0.0.4,10.0.0.1,10.0.0.4->10.0.0.5->10.0.0.1,2,127.5,1,0.0
alpha0_run4,51,10.0.0.2,10.0.0.4,10.0.0.2->10.0.0.1->10.0.0.4,2,86.46,1,0.0
alpha0_run4,53,10.0.0.3,10.0.0.1,10.0.0.3->10.0.0.1,1,0.0,1,0.0
alpha0_run4,54,10.0.0.5,10.0.0.3,10.0.0.5->10.0.0.1->10.0.0.3,2,132.75,1,0.0
alpha0_run4,54,10.0.0.1,10.0.0.2,10.0.0.1->10.0.0.4->10.0.0.2,2,78.49,1,0.0
alpha0_run4,54,10.0.0.5,10.0.0.3,10.0.0.5->10.0.0.4->10.0.0.3,2,156.78,1,0.0
alpha0_run4,55,10.0.0.1,10.0.0.2,10.0.0.1->10.0.0.3->10.0.0.2,2,110.72,1,0.0
alpha0_run4,55,10.0.0.5,10.0.0.2,10.0.0.5->10.0.0.3->10.0.0.2,2,147.05,1,0.0
alpha0_run4,56,10.0.0.5,10.0.0.3,10.0.0.5->10.0.0.1->10.0.0.3,2,140.8,1,0.0
alpha0_run4,58,10.0.0.1,10.0.0.4,10.0.0.1->10.0.0.4,1,0.0,1,0.0
alpha0_run4,58,10.0.0.5,10.0.0.4,10.0.0.5->10.0.0.2->10.0.0.4,2,84.59,1,0.0
alpha0_run4,59,10.0.0.3,10.0.0.5,10.0.0.3->10.0.0.2->10.0.0.5,2,142.68,1,0.0
alpha0_run4,59,10.0.0.5,10.0.0.4,10.0.0.5->10.0.0.4,1,0.0,1,0.0
alpha0_run4,60,10.0.0.3,10.0.0.4,10.0.0.3->10.0.0.5->10.0.0.4,2,197.62,1,0.0
alpha0_run4,61,10.0.0.2,10.0.0.4,10.0.0.2->10.0.0.4,1,0.0,1,0.0
alpha0_run4,62,10.0.0.5,10.0.0.1,10.0.0.5->10.0.0.1,1,0.0,1,0.0
alpha0_run4,62,10.0.0.3,10.0.0.1,10.0.0.3->10.0.0.2->10.0.0.1,2,132.68,1,0.0
alpha0_run4,62,10.0.0.3,10.0.0.4,10.0.0.3->10.0.0.4,1,0.0,1,0.0
alpha0_run4,63,10.0.0.4,10.0.0.1,10.0.0.4->10.0.0.3->10.0.0.1,2,53.03,1,0.0
alpha0_run4,63,10.0.0.4,10.0.0.1,10.0.0.4->10.0.0.3->10.0.0.1,2,102.62,1,0.0
alpha0_run4,64,10.0.0.4,10.0.0.5,10.0.0.4->10.0.0.3->10.0.0.5,2,144.69,1,0.0
alpha0_run4,64,10.0.0.3,10.0.0.1,10.0.0.3->10.0.0.1,1,0.0,1,0.0
alpha0_run4,64,10.0.0.1,10.0.0.4,10.0.0.1->10.0.0.3->10.0.0.4,2,94.71,1,0.0
alpha0_run4,65,10.0.0.1,10.0.0.3,10.0.0.1->10.0.0.3,1,0.0,1,0.0
alpha0_run4,66,10.0.0.2,10.0.0.1,10.0.0.2->10.0.0.3->10.0.0.1,2,124.96,1,0.0
alpha0_run4,66,10.0.0.1,10.0.0.5,10.0.0.1->10.0.0.4->10.0.0.5,2,89.22,1,0.0
alpha0_run4,66,10.0.0.5,10.0.0.1,10.0.0.5->10.0.0.4->10.0.0.1,2,114.61,1,0.0
alpha0_run4,67,10.0.0.1,10.0.0.5,10.0.0.1->10.0.0.4->10.0.0.5,2,160.46,1,0.0
